#                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_1888_length_23245_cov_37.790677:411-21700    -            669 16723at7898          -            834         0 1227.0   4.8   1   2  5.9e-280  3.8e-278  923.6   2.4     4   449     1   475     1   479 0.96 -
NODE_1888_length_23245_cov_37.790677:411-21700    -            669 16723at7898          -            834         0 1227.0   4.8   2   2   1.3e-92   8.4e-91  303.8   0.0   445   602   499   661   489   666 0.95 -
NODE_32813_length_9010_cov_36.117832:1226-6262    -           1679 16723at7898          -            834   2.2e-33  113.9   2.0   1   9   1.7e-06   0.00011   19.0   0.0   108   214   212   317   177   350 0.84 -
NODE_32813_length_9010_cov_36.117832:1226-6262    -           1679 16723at7898          -            834   2.2e-33  113.9   2.0   2   9     0.002      0.13    8.8   0.0   107   163   429   486   393   500 0.80 -
NODE_32813_length_9010_cov_36.117832:1226-6262    -           1679 16723at7898          -            834   2.2e-33  113.9   2.0   3   9   0.00027     0.017   11.7   0.0    75   213   508   645   494   649 0.81 -
NODE_32813_length_9010_cov_36.117832:1226-6262    -           1679 16723at7898          -            834   2.2e-33  113.9   2.0   4   9   1.6e-05     0.001   15.8   0.0    83   231   624   767   614   779 0.80 -
NODE_32813_length_9010_cov_36.117832:1226-6262    -           1679 16723at7898          -            834   2.2e-33  113.9   2.0   5   9    0.0098      0.62    6.5   0.0   117   223   856   962   850   967 0.80 -
NODE_32813_length_9010_cov_36.117832:1226-6262    -           1679 16723at7898          -            834   2.2e-33  113.9   2.0   6   9   0.00061     0.039   10.5   0.0   120   225   962  1068   955  1099 0.81 -
NODE_32813_length_9010_cov_36.117832:1226-6262    -           1679 16723at7898          -            834   2.2e-33  113.9   2.0   7   9   6.5e-06   0.00041   17.1   0.0   115   227  1171  1285  1125  1287 0.82 -
NODE_32813_length_9010_cov_36.117832:1226-6262    -           1679 16723at7898          -            834   2.2e-33  113.9   2.0   8   9   5.5e-05    0.0035   14.0   0.0   120   227  1281  1390  1275  1397 0.81 -
NODE_32813_length_9010_cov_36.117832:1226-6262    -           1679 16723at7898          -            834   2.2e-33  113.9   2.0   9   9     0.073       4.6    3.7   0.0    77   221  1455  1595  1447  1631 0.81 -
NODE_38513_length_8255_cov_48.842447:1904-5950    -           1349 16723at7898          -            834   7.6e-32  108.8  11.1   1   9       0.1       6.6    3.2   0.0    77   153   102   170    70   186 0.77 -
NODE_38513_length_8255_cov_48.842447:1904-5950    -           1349 16723at7898          -            834   7.6e-32  108.8  11.1   2   9   7.4e-08   4.7e-06   23.5   0.0    74   209   209   337   191   358 0.79 -
NODE_38513_length_8255_cov_48.842447:1904-5950    -           1349 16723at7898          -            834   7.6e-32  108.8  11.1   3   9    0.0013     0.084    9.4   0.1   116   175   446   504   435   544 0.85 -
NODE_38513_length_8255_cov_48.842447:1904-5950    -           1349 16723at7898          -            834   7.6e-32  108.8  11.1   4   9     0.011      0.67    6.4   0.0   120   219   552   650   546   657 0.82 -
NODE_38513_length_8255_cov_48.842447:1904-5950    -           1349 16723at7898          -            834   7.6e-32  108.8  11.1   5   9   1.4e-07   9.1e-06   22.5   0.6   119   227   652   763   647   766 0.81 -
NODE_38513_length_8255_cov_48.842447:1904-5950    -           1349 16723at7898          -            834   7.6e-32  108.8  11.1   6   9     0.025       1.6    5.2   0.1   118   211   757   852   753   855 0.80 -
NODE_38513_length_8255_cov_48.842447:1904-5950    -           1349 16723at7898          -            834   7.6e-32  108.8  11.1   7   9   9.8e-05    0.0063   13.1   0.0   117   217   858   960   854  1004 0.79 -
NODE_38513_length_8255_cov_48.842447:1904-5950    -           1349 16723at7898          -            834   7.6e-32  108.8  11.1   8   9   1.9e-06   0.00012   18.8   0.0    77   212  1141  1287  1122  1288 0.73 -
NODE_38513_length_8255_cov_48.842447:1904-5950    -           1349 16723at7898          -            834   7.6e-32  108.8  11.1   9   9    0.0006     0.039   10.5   0.0    77   158  1261  1337  1246  1346 0.83 -
NODE_57176_length_6429_cov_29.476619:209-4303     -           1365 16723at7898          -            834   2.9e-31  106.9   0.1   1  10   0.00021     0.013   12.1   0.0   111   217   135   251   105   255 0.78 -
NODE_57176_length_6429_cov_29.476619:209-4303     -           1365 16723at7898          -            834   2.9e-31  106.9   0.1   2  10   0.00037     0.024   11.2   0.0    74   165   217   305   202   365 0.78 -
NODE_57176_length_6429_cov_29.476619:209-4303     -           1365 16723at7898          -            834   2.9e-31  106.9   0.1   3  10   0.00026     0.017   11.7   0.0   116   161   456   502   442   511 0.89 -
NODE_57176_length_6429_cov_29.476619:209-4303     -           1365 16723at7898          -            834   2.9e-31  106.9   0.1   4  10   3.5e-05    0.0022   14.6   0.0    77   221   627   768   603   770 0.80 -
NODE_57176_length_6429_cov_29.476619:209-4303     -           1365 16723at7898          -            834   2.9e-31  106.9   0.1   5  10   0.00019     0.012   12.2   0.0    77   163   733   814   729   821 0.81 -
NODE_57176_length_6429_cov_29.476619:209-4303     -           1365 16723at7898          -            834   2.9e-31  106.9   0.1   6  10     1e-05   0.00067   16.4   0.0   117   220   870   974   866   979 0.81 -
NODE_57176_length_6429_cov_29.476619:209-4303     -           1365 16723at7898          -            834   2.9e-31  106.9   0.1   7  10      0.12       7.5    3.0   0.0   119   163   974  1019   969  1037 0.85 -
NODE_57176_length_6429_cov_29.476619:209-4303     -           1365 16723at7898          -            834   2.9e-31  106.9   0.1   8  10       3.4   2.2e+02   -1.9   0.0   120   206  1083  1176  1069  1184 0.68 -
NODE_57176_length_6429_cov_29.476619:209-4303     -           1365 16723at7898          -            834   2.9e-31  106.9   0.1   9  10   0.00013    0.0083   12.8   0.0   119   164  1193  1239  1150  1250 0.83 -
NODE_57176_length_6429_cov_29.476619:209-4303     -           1365 16723at7898          -            834   2.9e-31  106.9   0.1  10  10     0.011      0.73    6.3   0.0    77   155  1273  1346  1263  1364 0.80 -
NODE_28729_length_9629_cov_34.961805:4033-5556    -            508 16723at7898          -            834   1.3e-27   94.7   4.9   1   4   1.5e-06   9.8e-05   19.1   0.1    78   215    33   167    25   170 0.83 -
NODE_28729_length_9629_cov_34.961805:4033-5556    -            508 16723at7898          -            834   1.3e-27   94.7   4.9   2   4   5.2e-10   3.3e-08   30.6   0.2    77   214   138   273   137   276 0.87 -
NODE_28729_length_9629_cov_34.961805:4033-5556    -            508 16723at7898          -            834   1.3e-27   94.7   4.9   3   4     2e-10   1.3e-08   31.9   0.0    75   213   243   378   227   384 0.86 -
NODE_28729_length_9629_cov_34.961805:4033-5556    -            508 16723at7898          -            834   1.3e-27   94.7   4.9   4   4   1.6e-10   9.9e-09   32.3   0.0    72   237   348   506   343   508 0.82 -
NODE_36002_length_8572_cov_45.130296:5634-7121    -            496 16723at7898          -            834   1.4e-26   91.4   0.5   1   4   1.5e-12   9.7e-11   39.0   0.0    78   213    39   171    15   175 0.85 -
NODE_36002_length_8572_cov_45.130296:5634-7121    -            496 16723at7898          -            834   1.4e-26   91.4   0.5   2   4   2.5e-06   0.00016   18.4   0.0   108   213   169   276   166   282 0.79 -
NODE_36002_length_8572_cov_45.130296:5634-7121    -            496 16723at7898          -            834   1.4e-26   91.4   0.5   3   4   7.7e-06   0.00049   16.8   0.6   117   220   280   383   276   388 0.81 -
NODE_36002_length_8572_cov_45.130296:5634-7121    -            496 16723at7898          -            834   1.4e-26   91.4   0.5   4   4   6.6e-07   4.2e-05   20.3   0.0    79   218   351   487   350   496 0.79 -
NODE_80315_length_4910_cov_32.573685:2507-3970    -            488 16723at7898          -            834   1.1e-25   88.4   0.2   1   4   1.9e-09   1.2e-07   28.7   0.0    77   213    30   163     9   170 0.86 -
NODE_80315_length_4910_cov_32.573685:2507-3970    -            488 16723at7898          -            834   1.1e-25   88.4   0.2   2   4   1.5e-13   9.9e-12   42.3   0.0    68   260   129   316   119   329 0.78 -
NODE_80315_length_4910_cov_32.573685:2507-3970    -            488 16723at7898          -            834   1.1e-25   88.4   0.2   3   4   2.4e-05    0.0015   15.2   0.0   117   215   272   370   268   374 0.84 -
NODE_80315_length_4910_cov_32.573685:2507-3970    -            488 16723at7898          -            834   1.1e-25   88.4   0.2   4   4   4.9e-07   3.2e-05   20.7   0.1    76   214   340   475   324   488 0.79 -
NODE_4430_length_18712_cov_35.507656:10285-18591  -           1178 16723at7898          -            834   2.5e-25   87.2   0.1   1   8         5   3.2e+02   -2.4   0.0   119   145    98   124    94   146 0.74 -
NODE_4430_length_18712_cov_35.507656:10285-18591  -           1178 16723at7898          -            834   2.5e-25   87.2   0.1   2   8   1.4e-06   9.1e-05   19.2   0.0    72   225   153   313   143   323 0.71 -
NODE_4430_length_18712_cov_35.507656:10285-18591  -           1178 16723at7898          -            834   2.5e-25   87.2   0.1   3   8   2.2e-06   0.00014   18.6   0.1    86   187   393   487   385   518 0.75 -
NODE_4430_length_18712_cov_35.507656:10285-18591  -           1178 16723at7898          -            834   2.5e-25   87.2   0.1   4   8   0.00075     0.048   10.2   0.0   116   162   522   569   489   588 0.77 -
NODE_4430_length_18712_cov_35.507656:10285-18591  -           1178 16723at7898          -            834   2.5e-25   87.2   0.1   5   8   0.00011    0.0072   12.9   0.0   117   212   630   727   621   749 0.81 -
NODE_4430_length_18712_cov_35.507656:10285-18591  -           1178 16723at7898          -            834   2.5e-25   87.2   0.1   6   8      0.92        59    0.0   0.0   118   216   835   933   801   951 0.67 -
NODE_4430_length_18712_cov_35.507656:10285-18591  -           1178 16723at7898          -            834   2.5e-25   87.2   0.1   7   8      0.03       1.9    4.9   0.0   170   213   997  1041   953  1046 0.84 -
NODE_4430_length_18712_cov_35.507656:10285-18591  -           1178 16723at7898          -            834   2.5e-25   87.2   0.1   8   8   4.3e-05    0.0027   14.3   0.0    80   227  1017  1159  1013  1172 0.79 -
NODE_26050_length_10107_cov_30.294464:3247-4698   -            484 16723at7898          -            834   2.1e-24   84.2   0.1   1   4   2.3e-09   1.5e-07   28.4   0.0    78   213    39   171    24   176 0.84 -
NODE_26050_length_10107_cov_30.294464:3247-4698   -            484 16723at7898          -            834   2.1e-24   84.2   0.1   2   4   8.1e-08   5.2e-06   23.4   0.0    64   211   133   274   127   279 0.81 -
NODE_26050_length_10107_cov_30.294464:3247-4698   -            484 16723at7898          -            834   2.1e-24   84.2   0.1   3   4   7.6e-06   0.00049   16.8   0.1   118   219   281   382   275   386 0.80 -
NODE_26050_length_10107_cov_30.294464:3247-4698   -            484 16723at7898          -            834   2.1e-24   84.2   0.1   4   4   1.2e-07   7.4e-06   22.8   0.0    77   213   349   482   339   483 0.84 -
NODE_19200_length_11578_cov_30.793449:369-4361    -           1331 16723at7898          -            834   6.7e-23   79.2  16.2   1   9         3   1.9e+02   -1.7   0.0   180   231     3    55     1    95 0.77 -
NODE_19200_length_11578_cov_30.793449:369-4361    -           1331 16723at7898          -            834   6.7e-23   79.2  16.2   2   9   0.00078      0.05   10.2   0.0    78   168   221   308   214   316 0.87 -
NODE_19200_length_11578_cov_30.793449:369-4361    -           1331 16723at7898          -            834   6.7e-23   79.2  16.2   3   9     0.055       3.5    4.1   0.0   109   237   444   572   410   580 0.78 -
NODE_19200_length_11578_cov_30.793449:369-4361    -           1331 16723at7898          -            834   6.7e-23   79.2  16.2   4   9   6.8e-08   4.4e-06   23.6   0.1    79   213   624   755   618   764 0.74 -
NODE_19200_length_11578_cov_30.793449:369-4361    -           1331 16723at7898          -            834   6.7e-23   79.2  16.2   5   9    0.0051      0.33    7.5   0.1   113   163   758   809   727   856 0.78 -
NODE_19200_length_11578_cov_30.793449:369-4361    -           1331 16723at7898          -            834   6.7e-23   79.2  16.2   6   9     0.032       2.1    4.8   0.0   117   213   862   961   854   966 0.80 -
NODE_19200_length_11578_cov_30.793449:369-4361    -           1331 16723at7898          -            834   6.7e-23   79.2  16.2   7   9      0.05       3.2    4.2   0.5   118   229   967  1082   962  1089 0.81 -
NODE_19200_length_11578_cov_30.793449:369-4361    -           1331 16723at7898          -            834   6.7e-23   79.2  16.2   8   9   1.8e-05    0.0011   15.6   0.9    84   213  1151  1279  1135  1279 0.74 -
NODE_19200_length_11578_cov_30.793449:369-4361    -           1331 16723at7898          -            834   6.7e-23   79.2  16.2   9   9   9.9e-06   0.00063   16.4   0.0    78   155  1253  1325  1247  1331 0.89 -
NODE_19200_length_11578_cov_30.793449:7216-11208  -           1331 16723at7898          -            834   6.7e-23   79.2  16.2   1   9         3   1.9e+02   -1.7   0.0   180   231     3    55     1    95 0.77 -
NODE_19200_length_11578_cov_30.793449:7216-11208  -           1331 16723at7898          -            834   6.7e-23   79.2  16.2   2   9   0.00078      0.05   10.2   0.0    78   168   221   308   214   316 0.87 -
NODE_19200_length_11578_cov_30.793449:7216-11208  -           1331 16723at7898          -            834   6.7e-23   79.2  16.2   3   9     0.055       3.5    4.1   0.0   109   237   444   572   410   580 0.78 -
NODE_19200_length_11578_cov_30.793449:7216-11208  -           1331 16723at7898          -            834   6.7e-23   79.2  16.2   4   9   6.8e-08   4.4e-06   23.6   0.1    79   213   624   755   618   764 0.74 -
NODE_19200_length_11578_cov_30.793449:7216-11208  -           1331 16723at7898          -            834   6.7e-23   79.2  16.2   5   9    0.0051      0.33    7.5   0.1   113   163   758   809   727   856 0.78 -
NODE_19200_length_11578_cov_30.793449:7216-11208  -           1331 16723at7898          -            834   6.7e-23   79.2  16.2   6   9     0.032       2.1    4.8   0.0   117   213   862   961   854   966 0.80 -
NODE_19200_length_11578_cov_30.793449:7216-11208  -           1331 16723at7898          -            834   6.7e-23   79.2  16.2   7   9      0.05       3.2    4.2   0.5   118   229   967  1082   962  1089 0.81 -
NODE_19200_length_11578_cov_30.793449:7216-11208  -           1331 16723at7898          -            834   6.7e-23   79.2  16.2   8   9   1.8e-05    0.0011   15.6   0.9    84   213  1151  1279  1135  1279 0.74 -
NODE_19200_length_11578_cov_30.793449:7216-11208  -           1331 16723at7898          -            834   6.7e-23   79.2  16.2   9   9   9.9e-06   0.00063   16.4   0.0    78   155  1253  1325  1247  1331 0.89 -
NODE_32288_length_9084_cov_36.109961:1939-3540    -            534 16723at7898          -            834   6.4e-22   76.0   0.4   1   2     5e-13   3.2e-11   40.6   0.3    50   225   102   278    79   313 0.79 -
NODE_32288_length_9084_cov_36.109961:1939-3540    -            534 16723at7898          -            834   6.4e-22   76.0   0.4   2   2     7e-11   4.5e-09   33.5   0.0    66   228   330   494   306   504 0.76 -
NODE_4063_length_19209_cov_38.842020:15660-17516  -            619 16723at7898          -            834   3.1e-21   73.7   2.4   1   4     1e-09   6.5e-08   29.6   0.1   118   226    37   148    28   188 0.79 -
NODE_4063_length_19209_cov_38.842020:15660-17516  -            619 16723at7898          -            834   3.1e-21   73.7   2.4   2   4     6e-05    0.0039   13.8   0.0   124   228   296   403   281   407 0.79 -
NODE_4063_length_19209_cov_38.842020:15660-17516  -            619 16723at7898          -            834   3.1e-21   73.7   2.4   3   4   5.5e-05    0.0035   14.0   0.2    62   176   346   453   344   464 0.81 -
NODE_4063_length_19209_cov_38.842020:15660-17516  -            619 16723at7898          -            834   3.1e-21   73.7   2.4   4   4     3e-08   1.9e-06   24.8   0.0    76   215   463   599   456   615 0.82 -
NODE_79341_length_4962_cov_64.838577:1621-3171    -            517 16723at7898          -            834   4.4e-21   73.2   0.3   1   2   5.4e-13   3.4e-11   40.5   0.3    57   225    91   261    74   271 0.81 -
NODE_79341_length_4962_cov_64.838577:1621-3171    -            517 16723at7898          -            834   4.4e-21   73.2   0.3   2   2   6.7e-10   4.3e-08   30.2   0.0    80   228   328   477   292   488 0.78 -
NODE_7256_length_16278_cov_35.884603:12308-13741  -            478 16723at7898          -            834   2.3e-20   70.9   3.8   1   3   2.8e-10   1.8e-08   31.5   0.1   117   226    29   143     2   176 0.74 -
NODE_7256_length_16278_cov_35.884603:12308-13741  -            478 16723at7898          -            834   2.3e-20   70.9   3.8   2   3   5.8e-12   3.7e-10   37.1   0.1    65   228   193   358   185   362 0.78 -
NODE_7256_length_16278_cov_35.884603:12308-13741  -            478 16723at7898          -            834   2.3e-20   70.9   3.8   3   3   4.2e-05    0.0027   14.4   0.2    68   228   307   469   298   474 0.73 -
NODE_123139_length_3109_cov_37.093355:1515-2942   -            476 16723at7898          -            834   2.9e-20   70.5   3.1   1   4      0.18        12    2.3   0.0   119   141    44    66    13   106 0.82 -
NODE_123139_length_3109_cov_37.093355:1515-2942   -            476 16723at7898          -            834   2.9e-20   70.5   3.1   2   4   1.2e-11   7.8e-10   36.0   0.5   112   233   146   271   117   288 0.81 -
NODE_123139_length_3109_cov_37.093355:1515-2942   -            476 16723at7898          -            834   2.9e-20   70.5   3.1   3   4    0.0076      0.49    6.9   0.2   118   213   257   354   250   362 0.75 -
NODE_123139_length_3109_cov_37.093355:1515-2942   -            476 16723at7898          -            834   2.9e-20   70.5   3.1   4   4   9.3e-10     6e-08   29.8   0.1    53   225   304   476   295   476 0.72 -
NODE_95150_length_4180_cov_29.024994:597-2198     -            534 16723at7898          -            834   4.2e-20   69.9   0.1   1   2     3e-11   1.9e-09   34.7   0.2    58   226   109   279    94   311 0.77 -
NODE_95150_length_4180_cov_29.024994:597-2198     -            534 16723at7898          -            834   4.2e-20   69.9   0.1   2   2   1.1e-10   7.2e-09   32.8   0.0    80   228   345   494   310   504 0.77 -
NODE_40801_length_7994_cov_40.405193:2391-3977    -            529 16723at7898          -            834   4.3e-20   69.9   0.9   1   2   4.4e-10   2.8e-08   30.8   0.4    80   225   126   273    72   284 0.75 -
NODE_40801_length_7994_cov_40.405193:2391-3977    -            529 16723at7898          -            834   4.3e-20   69.9   0.9   2   2   3.9e-12   2.5e-10   37.6   0.0    65   228   324   489   307   500 0.80 -
NODE_68488_length_5617_cov_39.345959:2458-3951    -            498 16723at7898          -            834   2.9e-19   67.2   0.6   1   2   7.3e-09   4.7e-07   26.8   0.4    85   225    37   179    15   189 0.76 -
NODE_68488_length_5617_cov_39.345959:2458-3951    -            498 16723at7898          -            834   2.9e-19   67.2   0.6   2   2   2.2e-12   1.4e-10   38.5   0.0    61   228   227   395   212   406 0.82 -
NODE_22555_length_10781_cov_66.571803:4564-6045   -            494 16723at7898          -            834   3.4e-19   66.9   2.2   1   3   1.8e-10   1.2e-08   32.1   0.1    74   227     8   163     2   203 0.74 -
NODE_22555_length_10781_cov_66.571803:4564-6045   -            494 16723at7898          -            834   3.4e-19   66.9   2.2   2   3   4.5e-11   2.9e-09   34.1   0.1    62   229   210   379   190   389 0.84 -
NODE_22555_length_10781_cov_66.571803:4564-6045   -            494 16723at7898          -            834   3.4e-19   66.9   2.2   3   3    0.0069      0.44    7.0   0.0    75   227   334   488   321   492 0.70 -
NODE_123581_length_3095_cov_42.016021:94-1524     -            477 16723at7898          -            834   8.5e-19   65.6   0.3   1   3    0.0042      0.27    7.8   0.0   120   218    44   148    38   151 0.77 -
NODE_123581_length_3095_cov_42.016021:94-1524     -            477 16723at7898          -            834   8.5e-19   65.6   0.3   2   3   6.9e-11   4.4e-09   33.5   0.0   107   225   140   262   132   300 0.84 -
NODE_123581_length_3095_cov_42.016021:94-1524     -            477 16723at7898          -            834   8.5e-19   65.6   0.3   3   3     1e-08   6.6e-07   26.3   0.0    64   220   312   470   301   477 0.78 -
NODE_22179_length_10870_cov_32.421316:1983-3437   -            485 16723at7898          -            834   1.9e-18   64.5   0.3   1   2   4.9e-09   3.1e-07   27.4   0.4    86   225   135   272    84   282 0.76 -
NODE_22179_length_10870_cov_32.421316:1983-3437   -            485 16723at7898          -            834   1.9e-18   64.5   0.3   2   2   2.1e-11   1.3e-09   35.2   0.0    80   223   339   483   302   485 0.77 -
NODE_19830_length_11424_cov_86.713731:2084-3484   -            467 16723at7898          -            834     4e-18   63.4   2.1   1   3      0.22        14    2.0   0.1   119   165    37    84    33   113 0.74 -
NODE_19830_length_11424_cov_86.713731:2084-3484   -            467 16723at7898          -            834     4e-18   63.4   2.1   2   3   5.4e-11   3.4e-09   33.9   0.1    84   225   117   254    97   265 0.83 -
NODE_19830_length_11424_cov_86.713731:2084-3484   -            467 16723at7898          -            834     4e-18   63.4   2.1   3   3   1.7e-08   1.1e-06   25.6   0.0    65   225   305   467   293   467 0.76 -
NODE_91143_length_4363_cov_39.835835:2692-4098    -            469 16723at7898          -            834   4.9e-18   63.1   2.4   1   3     0.019       1.2    5.6   0.0   117   216    37   140     5   143 0.72 -
NODE_91143_length_4363_cov_39.835835:2692-4098    -            469 16723at7898          -            834   4.9e-18   63.1   2.4   2   3   3.9e-11   2.5e-09   34.3   0.3    91   236   124   267   112   290 0.76 -
NODE_91143_length_4363_cov_39.835835:2692-4098    -            469 16723at7898          -            834   4.9e-18   63.1   2.4   3   3   1.2e-08   7.6e-07   26.1   0.0    65   224   307   468   293   469 0.79 -
NODE_38968_length_8201_cov_202.181684:1185-2825   -            547 16723at7898          -            834   9.5e-18   62.2   2.2   1   3   1.7e-10   1.1e-08   32.2   0.0    74   224   183   333   177   366 0.72 -
NODE_38968_length_8201_cov_202.181684:1185-2825   -            547 16723at7898          -            834   9.5e-18   62.2   2.2   2   3    0.0028      0.18    8.3   0.1    85   215   303   427   292   439 0.72 -
NODE_38968_length_8201_cov_202.181684:1185-2825   -            547 16723at7898          -            834   9.5e-18   62.2   2.2   3   3   1.6e-09     1e-07   29.0   0.4    64   225   384   547   371   547 0.78 -
NODE_45471_length_7491_cov_51.011364:99-1388      -            430 16723at7898          -            834   2.7e-17   60.7   2.4   1   2   1.6e-08     1e-06   25.7   0.2    83   225    77   217    60   230 0.79 -
NODE_45471_length_7491_cov_51.011364:99-1388      -            430 16723at7898          -            834   2.7e-17   60.7   2.4   2   2   2.4e-11   1.5e-09   35.0   0.1    65   225   268   430   256   430 0.78 -
NODE_38968_length_8201_cov_202.181684:5743-7266   -            508 16723at7898          -            834   3.2e-17   60.4   4.4   1   3   1.1e-10   6.9e-09   32.9   2.3    83   225   154   293   138   328 0.80 -
NODE_38968_length_8201_cov_202.181684:5743-7266   -            508 16723at7898          -            834   3.2e-17   60.4   4.4   2   3    0.0016       0.1    9.1   0.0   117   214   286   385   282   393 0.80 -
NODE_38968_length_8201_cov_202.181684:5743-7266   -            508 16723at7898          -            834   3.2e-17   60.4   4.4   3   3   7.6e-09   4.8e-07   26.8   0.0    66   225   345   506   334   508 0.79 -
NODE_103123_length_3841_cov_51.111170:1362-2807   -            482 16723at7898          -            834   3.2e-17   60.4   1.7   1   2     2e-09   1.3e-07   28.7   0.1   107   225   147   269   117   304 0.76 -
NODE_103123_length_3841_cov_51.111170:1362-2807   -            482 16723at7898          -            834   3.2e-17   60.4   1.7   2   2   3.9e-10   2.5e-08   31.0   0.1    65   225   320   482   307   482 0.76 -
NODE_129985_length_2886_cov_36.011123:63-1265     -            401 16723at7898          -            834   4.4e-17   60.0   3.0   1   4      0.13       8.3    2.8   0.0   120   218    32   134    28   137 0.76 -
NODE_129985_length_2886_cov_36.011123:63-1265     -            401 16723at7898          -            834   4.4e-17   60.0   3.0   2   4   1.3e-09   8.1e-08   29.3   0.1   108   221   127   245   104   251 0.76 -
NODE_129985_length_2886_cov_36.011123:63-1265     -            401 16723at7898          -            834   4.4e-17   60.0   3.0   3   4   0.00076     0.048   10.2   0.1   117   213   242   340   238   343 0.78 -
NODE_129985_length_2886_cov_36.011123:63-1265     -            401 16723at7898          -            834   4.4e-17   60.0   3.0   4   4     4e-09   2.6e-07   27.7   0.1    65   162   300   393   293   400 0.85 -
NODE_33494_length_8909_cov_24.533031:5155-6750    -            532 16723at7898          -            834   5.4e-17   59.7   0.1   1   3   3.6e-06   0.00023   17.9   0.0   107   223    27   148     8   159 0.78 -
NODE_33494_length_8909_cov_24.533031:5155-6750    -            532 16723at7898          -            834   5.4e-17   59.7   0.1   2   3   1.8e-09   1.1e-07   28.8   0.0    64   232   206   370   160   424 0.74 -
NODE_33494_length_8909_cov_24.533031:5155-6750    -            532 16723at7898          -            834   5.4e-17   59.7   0.1   3   3    0.0017      0.11    9.1   0.0    77   163   427   511   420   524 0.77 -
NODE_50179_length_7031_cov_50.528275:4140-5546    -            469 16723at7898          -            834   6.3e-17   59.5   1.5   1   3       7.9     5e+02   -3.1   0.0   118   145    36    63    33    84 0.74 -
NODE_50179_length_7031_cov_50.528275:4140-5546    -            469 16723at7898          -            834   6.3e-17   59.5   1.5   2   3   7.8e-09     5e-07   26.7   0.2    83   225   116   256    98   270 0.80 -
NODE_50179_length_7031_cov_50.528275:4140-5546    -            469 16723at7898          -            834   6.3e-17   59.5   1.5   3   3   2.7e-10   1.7e-08   31.5   0.1    65   225   307   469   295   469 0.78 -
NODE_27995_length_9755_cov_64.528583:2656-4287    -            544 16723at7898          -            834   1.6e-16   58.1   3.0   1   3      0.14       9.1    2.7   0.0   122   162     2    43     1    53 0.84 -
