--2023-01-25 16:42:17--  https://gridftp.tamucc.edu/genomics/20230123_PIRE-Tcr-ssl//tamucc_files.txt
Resolving gridftp.tamucc.edu (gridftp.tamucc.edu)... 64.71.87.21
Connecting to gridftp.tamucc.edu (gridftp.tamucc.edu)|64.71.87.21|:443... connected.
HTTP request sent, awaiting response... 200 OK
Length: 270 [text/plain]
Saving to: ‘tylosurus_crocodilus/shotgun_raw_fq/tamucc_files.txt’

     0K                                                       100% 11.0M=0s

2023-01-25 16:42:18 (11.0 MB/s) - ‘tylosurus_crocodilus/shotgun_raw_fq/tamucc_files.txt’ saved [270/270]

--2023-01-25 16:42:19--  https://gridftp.tamucc.edu/genomics/20230123_PIRE-Tcr-ssl//tamucc_files.txt
Resolving gridftp.tamucc.edu (gridftp.tamucc.edu)... 64.71.87.21
Connecting to gridftp.tamucc.edu (gridftp.tamucc.edu)|64.71.87.21|:443... connected.
HTTP request sent, awaiting response... 200 OK
Length: 270 [text/plain]
Saving to: ‘tylosurus_crocodilus/shotgun_raw_fq/tamucc_files.txt.1’

     0K                                                       100% 14.9M=0s

2023-01-25 16:42:19 (14.9 MB/s) - ‘tylosurus_crocodilus/shotgun_raw_fq/tamucc_files.txt.1’ saved [270/270]

--2023-01-25 16:42:19--  https://gridftp.tamucc.edu/genomics/20230123_PIRE-Tcr-ssl//TcC0700602B_CKDL220033555-1A_HMMWCDSX5_L3_1.fq.gz
Resolving gridftp.tamucc.edu (gridftp.tamucc.edu)... 64.71.87.21
Connecting to gridftp.tamucc.edu (gridftp.tamucc.edu)|64.71.87.21|:443... connected.
HTTP request sent, awaiting response... 200 OK
Length: 454180003 (433M) [application/x-gzip]
Saving to: ‘tylosurus_crocodilus/shotgun_raw_fq/TcC0700602B_CKDL220033555-1A_HMMWCDSX5_L3_1.fq.gz’

     0K .......... .......... .......... .......... ..........  0%  566K 13m3s
  1500K .......... .......... .......... .......... ..........  0% 68.6M 91s
  1550K .......... .......... .......... .......... ..........  0% 50.9M 89s
  1600K .......... .......... .......... .......... ..........  0% 43.2M 86s
  1650K .......... .......... .......... .......... ..........  0% 42.5M 84s
  1700K .......... .......... .......... .......... ..........  0% 42.6M 82s
  1750K .......... .......... .......... .......... ..........  0% 35.6M 80s
  1800K .......... .......... .......... .......... ..........  0% 42.5M 78s
  1850K .......... .......... .......... .......... ..........  0% 36.3M 76s
  1900K .......... .......... .......... .......... ..........  0% 36.3M 75s
  1950K .......... .......... .......... .......... ..........  0% 1.75M 79s
  2000K .......... .......... .......... .......... ..........  0% 43.5M 77s
  2050K .......... .......... .......... .......... ..........  0% 61.5M 76s
  2100K .......... .......... .......... .......... ..........  0% 52.4M 74s
  2150K .......... .......... .......... .......... ..........  0% 49.7M 72s
  2200K .......... .......... .......... .......... ..........  0% 62.9M 71s
  2250K .......... .......... .......... .......... ..........  0% 49.2M 70s
  2300K .......... .......... .......... .......... ..........  0% 53.0M 68s
  2350K .......... .......... .......... .......... ..........  0% 63.6M 67s
  2400K .......... .......... .......... .......... ..........  0% 43.3M 66s
  2450K .......... .......... .......... .......... ..........  0% 63.7M 65s
  2500K .......... .......... .......... .......... ..........  0% 61.4M 64s
  2550K .......... .......... .......... .......... ..........  0% 43.1M 63s
  2600K .......... .......... .......... .......... ..........  0% 48.9M 61s
  2650K .......... .......... .......... .......... ..........  0% 42.9M 61s
  2700K .......... .......... .......... .......... ..........  0% 36.6M 60s
  2750K .......... .......... .......... .......... ..........  0% 42.5M 59s
  2800K .......... .......... .......... .......... ..........  0% 28.6M 58s
  2850K .......... .......... .......... .......... ..........  0% 43.2M 57s
  2900K .......... .......... .......... .......... ..........  0% 35.4M 56s
  2950K .......... .......... .......... .......... ..........  0% 43.6M 56s
  3000K .......... .......... .......... .......... ..........  0% 27.9M 55s
  3050K .......... .......... .......... .......... ..........  0% 42.4M 54s
  3100K .......... .......... .......... .......... ..........  0% 42.3M 53s
  3150K .......... .......... .......... .......... ..........  0% 36.5M 53s
  3200K .......... .......... .......... .......... ..........  0% 32.3M 52s
  3250K .......... .......... .......... .......... ..........  0% 49.1M 52s
  3300K .......... .......... .......... .......... ..........  0% 51.2M 51s
  3350K .......... .......... .......... .......... ..........  0% 3.34M 52s
  3400K .......... .......... .......... .......... ..........  0% 63.6M 51s
  3450K .......... .......... .......... .......... ..........  0% 50.9M 51s
  3500K .......... .......... .......... .......... ..........  0% 59.1M 50s
  3550K .......... .......... .......... .......... ..........  0% 68.4M 50s
  3600K .......... .......... .......... .......... ..........  0% 43.5M 49s
  3650K .......... .......... .......... .......... ..........  0% 49.7M 48s
  3700K .......... .......... .......... .......... ..........  0% 65.5M 48s
  3750K .......... .......... .......... .......... ..........  0% 49.7M 47s
  3800K .......... .......... .......... .......... ..........  0% 50.7M 47s
  3850K .......... .......... .......... .......... ..........  0% 61.7M 46s
  3900K .......... .......... .......... .......... ..........  0% 65.4M 46s
  3950K .......... .......... .......... .......... ..........  0% 49.6M 45s
  4000K .......... .......... .......... .......... ..........  0% 43.1M 45s
  4050K .......... .......... .......... .......... ..........  0% 36.6M 44s
  4100K .......... .......... .......... .......... ..........  0% 42.1M 44s
  4150K .......... .......... .......... .......... ..........  0% 53.2M 44s
  4200K .......... .......... .......... .......... ..........  0% 34.9M 43s
  4250K .......... .......... .......... .......... ..........  0% 37.3M 43s
  4300K .......... .......... .......... .......... ..........  0% 43.1M 43s
  4350K .......... .......... .......... .......... ..........  0% 36.8M 42s
  4400K .......... .......... .......... .......... ..........  1% 28.7M 42s
  4450K .......... .......... .......... .......... ..........  1% 42.4M 41s
  4500K .......... .......... .......... .......... ..........  1% 41.8M 41s
  4550K .......... .......... .......... .......... ..........  1% 53.5M 41s
  4600K .......... .......... .......... .......... ..........  1% 34.0M 40s
  4650K .......... .......... .......... .......... ..........  1% 44.9M 40s
  4700K .......... .......... .......... .......... ..........  1% 36.2M 40s
  4750K .......... .......... .......... .......... ..........  1% 42.4M 40s
  4800K .......... .......... .......... .......... ..........  1% 29.0M 39s
  4850K .......... .......... .......... .......... ..........  1% 36.3M 39s
  4900K .......... .......... .......... .......... ..........  1% 42.4M 39s
  4950K .......... .......... .......... .......... ..........  1% 41.3M 38s
  5000K .......... .......... .......... .......... ..........  1% 63.8M 38s
  5050K .......... .......... .......... .......... ..........  1% 50.9M 38s
  5100K .......... .......... .......... .......... ..........  1% 63.3M 37s
  5150K .......... .......... .......... .......... ..........  1% 50.9M 37s
  5200K .......... .......... .......... .......... ..........  1% 32.4M 37s
  5250K .......... .......... .......... .......... ..........  1% 35.6M 37s
  5300K .......... .......... .......... .......... ..........  1% 36.4M 36s
  5350K .......... .......... .......... .......... ..........  1% 25.7M 36s
  5400K .......... .......... .......... .......... ..........  1% 35.6M 36s
  5450K .......... .......... .......... .......... ..........  1% 43.1M 36s
  5500K .......... .......... .......... .......... ..........  1% 36.4M 36s
  5550K .......... .......... .......... .......... ..........  1% 42.2M 35s
  5600K .......... .......... .......... .......... ..........  1% 28.7M 35s
  5650K .......... .......... .......... .......... ..........  1% 41.4M 35s
  5700K .......... .......... .......... .......... ..........  1% 36.2M 35s
  5750K .......... .......... .......... .......... ..........  1% 43.5M 35s
  5800K .......... .......... .......... .......... ..........  1% 41.5M 34s
  5850K .......... .......... .......... .......... ..........  1% 36.2M 34s
  5900K .......... .......... .......... .......... ..........  1% 41.6M 34s
  5950K .......... .......... .......... .......... ..........  1% 37.1M 34s
  6000K .......... .......... .......... .......... ..........  1% 32.3M 34s
  6050K .......... .......... .......... .......... ..........  1% 42.4M 33s
  6100K .......... .......... .......... .......... ..........  1% 36.3M 33s
  6150K .......... .......... .......... .......... ..........  1% 42.3M 33s
  6200K .......... .......... .......... .......... ..........  1% 41.6M 33s
  6250K .......... .......... .......... .......... ..........  1% 36.3M 33s
  6300K .......... .......... .......... .......... ..........  1% 36.2M 32s
  6350K .......... .......... .......... .......... ..........  1% 42.6M 32s
  6400K .......... .......... .......... .......... ..........  1% 32.3M 32s
  6450K .......... .......... .......... .......... ..........  1% 41.5M 32s
  6500K .......... .......... .......... .......... ..........  1% 36.3M 32s
  6550K .......... .......... .......... .......... ..........  1% 37.1M 32s
  6600K .......... .......... .......... .......... ..........  1% 40.4M 31s
  6650K .......... .......... .......... .......... ..........  1% 42.4M 31s
  6700K .......... .......... .......... .......... ..........  1% 37.1M 31s
  6750K .......... .......... .......... .......... ..........  1% 42.2M 31s
  6800K .......... .......... .......... .......... ..........  1% 28.7M 31s
  6850K .......... .......... .......... .......... ..........  1% 42.4M 31s
  6900K .......... .......... .......... .......... ..........  1% 42.3M 31s
  6950K .......... .......... .......... .......... ..........  1% 36.4M 30s
  7000K .......... .......... .......... .......... ..........  1% 35.6M 30s
  7050K .......... .......... .......... .......... ..........  1% 41.3M 30s
  7100K .......... .......... .......... .......... ..........  1% 37.2M 30s
  7150K .......... .......... .......... .......... ..........  1% 41.5M 30s
  7200K .......... .......... .......... .......... ..........  1% 28.8M 30s
  7250K .......... .......... .......... .......... ..........  1% 43.0M 30s
  7300K .......... .......... .......... .......... ..........  1% 36.4M 30s
  7350K .......... .......... .......... .......... ..........  1% 41.5M 29s
  7400K .......... .......... .......... .......... ..........  1% 35.7M 29s
  7450K .......... .......... .......... .......... ..........  1% 37.3M 29s
  7500K .......... .......... .......... .......... ..........  1% 42.3M 29s
  7550K .......... .......... .......... .......... ..........  1% 42.0M 29s
  7600K .......... .......... .......... .......... ..........  1% 28.9M 29s
  7650K .......... .......... .......... .......... ..........  1% 42.4M 29s
  7700K .......... .......... .......... .......... ..........  1% 40.9M 29s
  7750K .......... .......... .......... .......... ..........  1% 37.0M 28s
  7800K .......... .......... .......... .......... ..........  1% 42.1M 28s
  7850K .......... .......... .......... .......... ..........  1% 36.3M 28s
  7900K .......... .......... .......... .......... ..........  1% 42.2M 28s
  7950K .......... .......... .......... .......... ..........  1% 42.5M 28s
  8000K .......... .......... .......... .......... ..........  1% 28.7M 28s
  8050K .......... .......... .......... .......... ..........  1% 36.3M 28s
  8100K .......... .......... .......... .......... ..........  1% 42.3M 28s
  8150K .......... .......... .......... .......... ..........  1% 42.5M 28s
  8200K .......... .......... .......... .......... ..........  1% 35.7M 27s
  8250K .......... .......... .......... .......... ..........  1% 42.1M 27s
  8300K .......... .......... .......... .......... ..........  1% 42.5M 27s
  8350K .......... .......... .......... .......... ..........  1% 42.3M 27s
  8400K .......... .......... .......... .......... ..........  1% 28.7M 27s
  8450K .......... .......... .......... .......... ..........  1% 42.3M 27s
  8500K .......... .......... .......... .......... ..........  1% 36.3M 27s
  8550K .......... .......... .......... .......... ..........  1% 42.5M 27s
  8600K .......... .......... .......... .......... ..........  1% 35.7M 27s
  8650K .......... .......... .......... .......... ..........  1% 42.4M 27s
  8700K .......... .......... .......... .......... ..........  1% 36.3M 26s
  8750K .......... .......... .......... .......... ..........  1% 36.3M 26s
  8800K .......... .......... .......... .......... ..........  1% 32.4M 26s
  8850K .......... .......... .......... .......... ..........  2% 36.4M 26s
  8900K .......... .......... .......... .......... ..........  2% 41.5M 26s
  8950K .......... .......... .......... .......... ..........  2% 37.0M 26s
  9000K .......... .......... .......... .......... ..........  2% 41.2M 26s
  9050K .......... .......... .......... .......... ..........  2% 41.5M 26s
  9100K .......... .......... .......... .......... ..........  2% 37.2M 26s
  9150K .......... .......... .......... .......... ..........  2% 42.5M 26s
  9200K .......... .......... .......... .......... ..........  2% 28.7M 26s
  9250K .......... .......... .......... .......... ..........  2% 36.3M 26s
  9300K .......... .......... .......... .......... ..........  2% 42.4M 25s
  9350K .......... .......... .......... .......... ..........  2% 41.4M 25s
  9400K .......... .......... .......... .......... ..........  2% 36.3M 25s
  9450K .......... .......... .......... .......... ..........  2% 41.2M 25s
  9500K .......... .......... .......... .......... ..........  2% 37.3M 25s
  9550K .......... .......... .......... .......... ..........  2% 42.4M 25s
  9600K .......... .......... .......... .......... ..........  2% 28.7M 25s
  9650K .......... .......... .......... .......... ..........  2% 41.3M 25s
  9700K .......... .......... .......... .......... ..........  2% 43.4M 25s
  9750K .......... .......... .......... .......... ..........  2% 36.4M 25s
  9800K .......... .......... .......... .......... ..........  2% 35.7M 25s
  9850K .......... .......... .......... .......... ..........  2% 50.7M 25s
  9900K .......... .......... .......... .......... ..........  2% 42.3M 25s
  9950K .......... .......... .......... .......... ..........  2% 36.4M 25s
 10000K .......... .......... .......... .......... ..........  2% 28.6M 24s
 10050K .......... .......... .......... .......... ..........  2% 36.4M 24s
 10100K .......... .......... .......... .......... ..........  2% 50.8M 24s
 10150K .......... .......... .......... .......... ..........  2% 36.3M 24s
 10200K .......... .......... .......... .......... ..........  2% 40.2M 24s
 10250K .......... .......... .......... .......... ..........  2% 37.4M 24s
 10300K .......... .......... .......... .......... ..........  2% 42.4M 24s
 10350K .......... .......... .......... .......... ..........  2% 36.2M 24s
 10400K .......... .......... .......... .......... ..........  2% 32.3M 24s
 10450K .......... .......... .......... .......... ..........  2% 36.4M 24s
 10500K .......... .......... .......... .......... ..........  2% 42.3M 24s
 10550K .......... .......... .......... .......... ..........  2% 36.4M 24s
 10600K .......... .......... .......... .......... ..........  2% 41.5M 24s
 10650K .......... .......... .......... .......... ..........  2% 36.2M 24s
 10700K .......... .......... .......... .......... ..........  2% 42.5M 24s
 10750K .......... .......... .......... .......... ..........  2% 42.4M 23s
 10800K .......... .......... .......... .......... ..........  2% 28.7M 23s
 10850K .......... .......... .......... .......... ..........  2% 36.3M 23s
 10900K .......... .......... .......... .......... ..........  2% 42.4M 23s
 10950K .......... .......... .......... .......... ..........  2% 41.4M 23s
 11000K .......... .......... .......... .......... ..........  2% 36.4M 23s
 11050K .......... .......... .......... .......... ..........  2% 35.5M 23s
 11100K .......... .......... .......... .......... ..........  2% 43.5M 23s
 11150K .......... .......... .......... .......... ..........  2% 36.3M 23s
 11200K .......... .......... .......... .......... ..........  2% 32.4M 23s
 11250K .......... .......... .......... .......... ..........  2% 42.2M 23s
 11300K .......... .......... .......... .......... ..........  2% 36.4M 23s
 11350K .......... .......... .......... .......... ..........  2% 41.3M 23s
 11400K .......... .......... .......... .......... ..........  2% 36.4M 23s
 11450K .......... .......... .......... .......... ..........  2% 36.4M 23s
 11500K .......... .......... .......... .......... ..........  2% 42.4M 23s
 11550K .......... .......... .......... .......... ..........  2% 42.3M 23s
 11600K .......... .......... .......... .......... ..........  2% 28.2M 23s
 11650K .......... .......... .......... .......... ..........  2% 43.5M 22s
 11700K .......... .......... .......... .......... ..........  2% 36.4M 22s
 11750K .......... .......... .......... .......... ..........  2% 42.3M 22s
 11800K .......... .......... .......... .......... ..........  2% 41.5M 22s
 11850K .......... .......... .......... .......... ..........  2% 42.5M 22s
 11900K .......... .......... .......... .......... ..........  2% 36.3M 22s
 11950K .......... .......... .......... .......... ..........  2% 40.1M 22s
 12000K .......... .......... .......... .......... ..........  2% 29.8M 22s
 12050K .......... .......... .......... .......... ..........  2% 41.5M 22s
 12100K .......... .......... .......... .......... ..........  2% 41.9M 22s
 12150K .......... .......... .......... .......... ..........  2% 37.5M 22s
 12200K .......... .......... .......... .......... ..........  2% 40.4M 22s
 12250K .......... .......... .......... .......... ..........  2% 35.5M 22s
 12300K .......... .......... .......... .......... ..........  2% 44.8M 22s
 12350K .......... .......... .......... .......... ..........  2% 36.4M 22s
 12400K .......... .......... .......... .......... ..........  2% 32.3M 22s
 12450K .......... .......... .......... .......... ..........  2% 36.4M 22s
 12500K .......... .......... .......... .......... ..........  2% 41.4M 22s
 12550K .......... .......... .......... .......... ..........  2% 36.5M 22s
 12600K .......... .......... .......... .......... ..........  2% 42.1M 22s
 12650K .......... .......... .......... .......... ..........  2% 42.6M 22s
 12700K .......... .......... .......... .......... ..........  2% 36.3M 21s
 12750K .......... .......... .......... .......... ..........  2% 36.3M 21s
 12800K .......... .......... .......... .......... ..........  2% 32.4M 21s
 12850K .......... .......... .......... .......... ..........  2% 42.3M 21s
 12900K .......... .......... .......... .......... ..........  2% 36.3M 21s
 12950K .......... .......... .......... .......... ..........  2% 42.4M 21s
 13000K .......... .......... .......... .......... ..........  2% 35.7M 21s
 13050K .......... .......... .......... .......... ..........  2% 35.5M 21s
 13100K .......... .......... .......... .......... ..........  2% 43.5M 21s
 13150K .......... .......... .......... .......... ..........  2% 42.5M 21s
 13200K .......... .......... .......... .......... ..........  2% 28.3M 21s
 13250K .......... .......... .......... .......... ..........  2% 37.0M 21s
 13300K .......... .......... .......... .......... ..........  3% 42.3M 21s
 13350K .......... .......... .......... .......... ..........  3% 42.4M 21s
 13400K .......... .......... .......... .......... ..........  3% 35.7M 21s
 13450K .......... .......... .......... .......... ..........  3% 42.4M 21s
 13500K .......... .......... .......... .......... ..........  3% 34.6M 21s
 13550K .......... .......... .......... .......... ..........  3% 52.8M 21s
 13600K .......... .......... .......... .......... ..........  3% 29.2M 21s
 13650K .......... .......... .......... .......... ..........  3% 36.3M 21s
 13700K .......... .......... .......... .......... ..........  3% 42.4M 21s
 13750K .......... .......... .......... .......... ..........  3% 41.3M 21s
 13800K .......... .......... .......... .......... ..........  3% 36.5M 21s
 13850K .......... .......... .......... .......... ..........  3% 42.4M 21s
 13900K .......... .......... .......... .......... ..........  3% 36.3M 21s
 13950K .......... .......... .......... .......... ..........  3% 42.4M 21s
 14000K .......... .......... .......... .......... ..........  3% 28.7M 20s
 14050K .......... .......... .......... .......... ..........  3% 42.2M 20s
 14100K .......... .......... .......... .......... ..........  3% 42.3M 20s
 14150K .......... .......... .......... .......... ..........  3% 36.4M 20s
 14200K .......... .......... .......... .......... ..........  3% 41.3M 20s
 14250K .......... .......... .......... .......... ..........  3% 36.3M 20s
 14300K .......... .......... .......... .......... ..........  3% 51.0M 20s
 14350K .......... .......... .......... .......... ..........  3% 34.9M 20s
 14400K .......... .......... .......... .......... ..........  3% 29.8M 20s
 14450K .......... .......... .......... .......... ..........  3% 36.3M 20s
 14500K .......... .......... .......... .......... ..........  3% 42.4M 20s
 14550K .......... .......... .......... .......... ..........  3% 36.3M 20s
 14600K .......... .......... .......... .......... ..........  3% 41.5M 20s
 14650K .......... .......... .......... .......... ..........  3% 35.5M 20s
 14700K .......... .......... .......... .......... ..........  3% 43.6M 20s
 14750K .......... .......... .......... .......... ..........  3% 42.3M 20s
 14800K .......... .......... .......... .......... ..........  3% 28.3M 20s
 14850K .......... .......... .......... .......... ..........  3% 42.0M 20s
 14900K .......... .......... .......... .......... ..........  3% 37.4M 20s
 14950K .......... .......... .......... .......... ..........  3% 36.4M 20s
 15000K .......... .......... .......... .......... ..........  3% 41.3M 20s
 15050K .......... .......... .......... .......... ..........  3% 42.5M 20s
 15100K .......... .......... .......... .......... ..........  3% 36.3M 20s
 15150K .......... .......... .......... .......... ..........  3% 36.3M 20s
 15200K .......... .......... .......... .......... ..........  3% 32.4M 20s
 15250K .......... .......... .......... .......... ..........  3% 41.2M 20s
 15300K .......... .......... .......... .......... ..........  3% 37.2M 20s
 15350K .......... .......... .......... .......... ..........  3% 42.4M 20s
 15400K .......... .......... .......... .......... ..........  3% 35.7M 20s
 15450K .......... .......... .......... .......... ..........  3% 42.4M 20s
 15500K .......... .......... .......... .......... ..........  3% 42.3M 19s
 15550K .......... .......... .......... .......... ..........  3% 36.3M 19s
 15600K .......... .......... .......... .......... ..........  3% 31.8M 19s
 15650K .......... .......... .......... .......... ..........  3% 43.5M 19s
 15700K .......... .......... .......... .......... ..........  3% 36.3M 19s
 15750K .......... .......... .......... .......... ..........  3% 36.3M 19s
 15800K .......... .......... .......... .......... ..........  3% 49.3M 19s
 15850K .......... .......... .......... .......... ..........  3% 36.4M 19s
 15900K .......... .......... .......... .......... ..........  3% 36.5M 19s
 15950K .......... .......... .......... .......... ..........  3% 42.1M 19s
 16000K .......... .......... .......... .......... ..........  3% 28.8M 19s
 16050K .......... .......... .......... .......... ..........  3% 42.2M 19s
 16100K .......... .......... .......... .......... ..........  3% 42.4M 19s
 16150K .......... .......... .......... .......... ..........  3% 36.3M 19s
 16200K .......... .......... .......... .......... ..........  3% 41.5M 19s
 16250K .......... .......... .......... .......... ..........  3% 42.3M 19s
 16300K .......... .......... .......... .......... ..........  3% 36.4M 19s
 16350K .......... .......... .......... .......... ..........  3% 42.2M 19s
 16400K .......... .......... .......... .......... ..........  3% 28.8M 19s
 16450K .......... .......... .......... .......... ..........  3% 36.3M 19s
 16500K .......... .......... .......... .......... ..........  3% 41.1M 19s
 16550K .......... .......... .......... .......... ..........  3% 43.7M 19s
 16600K .......... .......... .......... .......... ..........  3% 35.6M 19s
 16650K .......... .......... .......... .......... ..........  3% 41.4M 19s
 16700K .......... .......... .......... .......... ..........  3% 37.1M 19s
 16750K .......... .......... .......... .......... ..........  3% 36.4M 19s
 16800K .......... .......... .......... .......... ..........  3% 32.2M 19s
 16850K .......... .......... .......... .......... ..........  3% 41.4M 19s
 16900K .......... .......... .......... .......... ..........  3% 37.1M 19s
 16950K .......... .......... .......... .......... ..........  3% 41.5M 19s
 17000K .......... .......... .......... .......... ..........  3% 36.3M 19s
 17050K .......... .......... .......... .......... ..........  3% 42.2M 19s
 17100K .......... .......... .......... .......... ..........  3% 42.4M 19s
 17150K .......... .......... .......... .......... ..........  3% 36.3M 19s
 17200K .......... .......... .......... .......... ..........  3% 28.8M 19s
 17250K .......... .......... .......... .......... ..........  3% 42.4M 19s
 17300K .......... .......... .......... .......... ..........  3% 42.3M 19s
 17350K .......... .......... .......... .......... ..........  3% 35.6M 19s
 17400K .......... .......... .......... .......... ..........  3% 42.5M 18s
 17450K .......... .......... .......... .......... ..........  3% 42.3M 18s
 17500K .......... .......... .......... .......... ..........  3% 36.2M 18s
 17550K .......... .......... .......... .......... ..........  3% 42.6M 18s
 17600K .......... .......... .......... .......... ..........  3% 28.7M 18s
 17650K .......... .......... .......... .......... ..........  3% 41.5M 18s
 17700K .......... .......... .......... .......... ..........  4% 43.3M 18s
 17750K .......... .......... .......... .......... ..........  4% 36.4M 18s
 17800K .......... .......... .......... .......... ..........  4% 41.4M 18s
 17850K .......... .......... .......... .......... ..........  4% 42.3M 18s
 17900K .......... .......... .......... .......... ..........  4% 36.4M 18s
 17950K .......... .......... .......... .......... ..........  4% 36.3M 18s
 18000K .......... .......... .......... .......... ..........  4% 32.4M 18s
 18050K .......... .......... .......... .......... ..........  4% 41.3M 18s
 18100K .......... .......... .......... .......... ..........  4% 37.1M 18s
 18150K .......... .......... .......... .......... ..........  4% 42.4M 18s
 18200K .......... .......... .......... .......... ..........  4% 36.1M 18s
 18250K .......... .......... .......... .......... ..........  4% 42.5M 18s
 18300K .......... .......... .......... .......... ..........  4% 41.1M 18s
 18350K .......... .......... .......... .......... ..........  4% 37.3M 18s
 18400K .......... .......... .......... .......... ..........  4% 28.7M 18s
 18450K .......... .......... .......... .......... ..........  4% 42.4M 18s
 18500K .......... .......... .......... .......... ..........  4% 36.4M 18s
 18550K .......... .......... .......... .......... ..........  4% 42.2M 18s
 18600K .......... .......... .......... .......... ..........  4% 41.4M 18s
 18650K .......... .......... .......... .......... ..........  4% 36.5M 18s
 18700K .......... .......... .......... .......... ..........  4% 36.4M 18s
 18750K .......... .......... .......... .......... ..........  4% 42.1M 18s
 18800K .......... .......... .......... .......... ..........  4% 28.8M 18s
 18850K .......... .......... .......... .......... ..........  4% 42.3M 18s
 18900K .......... .......... .......... .......... ..........  4% 41.4M 18s
 18950K .......... .......... .......... .......... ..........  4% 36.6M 18s
 19000K .......... .......... .......... .......... ..........  4% 41.2M 18s
 19050K .......... .......... .......... .......... ..........  4% 43.5M 18s
 19100K .......... .......... .......... .......... ..........  4% 36.3M 18s
 19150K .......... .......... .......... .......... ..........  4% 36.2M 18s
 19200K .......... .......... .......... .......... ..........  4% 32.3M 18s
 19250K .......... .......... .......... .......... ..........  4% 36.3M 18s
 19300K .......... .......... .......... .......... ..........  4% 41.8M 18s
 19350K .......... .......... .......... .......... ..........  4% 42.9M 18s
 19400K .......... .......... .......... .......... ..........  4% 35.8M 18s
 19450K .......... .......... .......... .......... ..........  4% 41.1M 18s
